	aerobe	anaerobe	facultative	MeanDecreaseAccuracy	MeanDecreaseGini
DUF2325	4.68109665362499e-05	6.56417710903744e-05	5.60451560428967e-05	5.73615704015819e-05	0.0750243087207403
DUF452	4.68095873365883e-05	3.53700434796695e-05	1.65192827315156e-05	3.26817466173201e-05	0.0391137546217267
Caps_assemb_Wzi	4.67900263364914e-05	5.98802395209581e-06	-7.52421857854971e-07	1.69479308461275e-05	0.0257929366698548
ATP-synt_D	4.67823891524669e-05	7.98478255933483e-05	2.8392119914351e-05	5.08178031927243e-05	0.0754374044768801
TIM	4.67770683692471e-05	1.24855635671255e-07	2.22000937207123e-05	2.2722020491087e-05	0.0476376613463098
RRM_1	4.6750170721286e-05	4.98545030388606e-05	9.22561599107792e-05	6.2876479681828e-05	0.0966288642884683
6PGD	4.67246673574837e-05	9.69022393999874e-05	0.00027312800504006	0.000134274974335166	0.157789122130519
AbrB	4.66829608938548e-05	0.000398045800616662	2.74681633474206e-05	0.000155314408947117	0.10693902856239
MreD	4.66272277761725e-05	6.6262143456293e-06	4.46927374301676e-05	3.23010583927485e-05	0.0658218098660235
TrmO	4.66085590905755e-05	2.7723818863992e-05	1.79640718562874e-05	3.02099701110881e-05	0.0518311210840421
FlgT_N	4.6567543721561e-05	1.0799324678349e-05	2.94447147635896e-05	2.82128312969662e-05	0.048535695317207
Octapeptide	4.6535500427716e-05	3.62793235133661e-05	4.42477107891412e-05	4.26593765032326e-05	0.314566273809286
Fe_dep_repress	4.64836115523945e-05	6.80689339672771e-05	2.45970894650692e-05	4.6487725740516e-05	0.0819754153393591
DUF1361	4.64659060427531e-05	0.000199436099480002	0.00018072288771716	0.000136311606033512	0.0678206273233372
DUF442	4.64653679866712e-05	0.000161004733164999	-6.95173623025416e-06	6.57111428944893e-05	0.103344164730329
HypF_C	4.64316078854913e-05	2.45226834822211e-05	0.000244345933574435	0.000102937386358105	0.0596098792295256
SBD_N	4.63811970347714e-05	4.22782011677426e-05	5.79776038048615e-05	4.64999739383573e-05	0.082921916670317
MBG_2	4.63051429683612e-05	1.67000896125499e-05	5.64971751412429e-06	2.28909837431905e-05	0.0938881148987159
DUF2470	4.62949011419719e-05	0.00014223260379068	2.29004761396094e-05	7.15157866578863e-05	0.0514856358208821
Baseplate_J	4.62394522132828e-05	6.45682001614205e-08	-1.83774979914149e-06	1.49069460675562e-05	0.0632846697368217
PDZ_6	4.62104119776246e-05	7.97177120052067e-05	0.000224201749907373	0.000119378808181739	0.144432663584547
HHH	4.61857679736627e-05	0.000158845005820495	0.000336985298191107	0.000182037470308349	0.148621958832999
DUF3784	4.61553473848556e-05	0	0	1.52128568738503e-05	0.00621945831559858
Peptidase_M4	4.61501819775055e-05	0.000405587647225241	0.000118644427997357	0.000187335264244662	0.246338247654102
KDGP_aldolase	4.60041875297464e-05	2.68817204301075e-05	8.93003969804864e-05	5.37216193959691e-05	0.0937003691674148
PsiE	4.59407931288127e-05	0.000109234629442192	7.34879611663655e-05	7.91967331084658e-05	0.0614040248687217
Methyltransf_3	4.59187487983033e-05	9.46971395778321e-05	8.05958481631763e-05	7.36092217237983e-05	0.0832115460341497
EndoU_bacteria	4.58061711043054e-05	1.18492550394391e-05	1.10846039983005e-05	2.29330504103752e-05	0.0285940869490232
XFP_N	4.57977861398254e-05	0.000123930779551379	1.13760925675054e-05	6.07060912112623e-05	0.0966842487452888
PA	4.57825726459813e-05	0.000155864833903363	6.30910804848648e-05	8.83667457576709e-05	0.125391003790366
SASA	4.5759149901253e-05	6.2849084048687e-06	6.08624999493811e-05	3.82800319575402e-05	0.0449483566825174
Spore_YtfJ	4.57376639641378e-05	0	2.60987710584485e-05	2.47403575931345e-05	0.0356116431861327
Orn_DAP_Arg_deC	4.57270434693597e-05	4.63086108913951e-05	2.2945718036888e-07	3.02462246198331e-05	0.0833314153133476
Phage_cap_E	4.57183503312358e-05	1.64287883389007e-05	-1.63343611211071e-06	2.08318541601586e-05	0.0517290869242058
DUF3751	4.56733284082477e-05	-5.40540540540541e-06	5.61797752808989e-06	1.5232395114576e-05	0.022742604991653
RcsC	4.56184568666545e-05	0.000488114114567603	0.000591409383472255	0.000367016531793001	0.577283499155906
CHB_HEX_C_1	4.5527610588064e-05	-5.88235294117647e-06	-1.12994350282486e-05	9.34125597289383e-06	0.0277782223367717
DXP_reductoisom	4.55042504135272e-05	0.00015829626012187	5.81395348837209e-06	7.02826542621838e-05	0.0497546985399278
Peptidase_M42	4.54952855668177e-05	0.000127035202452795	6.78353372528016e-05	8.08965580798824e-05	0.17239054175942
DUF2974	4.54793508219143e-05	-4.45447179967365e-06	3.08263273498447e-05	2.31913067076246e-05	0.0579812750995337
SUV3_C	4.54592473693597e-05	4.27519073927914e-07	0	1.52455863165726e-05	0.0188830881515847
Cas_Cas7	4.54590034666677e-05	3.26372941499131e-05	4.62367087619638e-05	3.95493261722011e-05	0.129715683101951
DUF5117	4.54113097114288e-05	0	-5.4945054945055e-06	1.32205059003469e-05	0.0329513165296478
Alpha-L-AF_C	4.53985703058992e-05	3.65788773610002e-07	6.641066712365e-05	3.75276652627738e-05	0.0548805285568661
Indigoidine_A	4.53839630346402e-05	9.65880494583717e-05	9.21079165191865e-05	7.80889988286374e-05	0.0821026289688309
ImpA_N	4.53773718125164e-05	0.000271755075393741	-1.67287399130975e-05	0.000107271049592574	0.0386300031606251
DUF507	4.53593194514982e-05	-1.6667701284996e-05	0	9.41403137648427e-06	0.0481739012726215
DUF3923	4.53079891608035e-05	3.45101852361252e-05	3.25056819214895e-05	3.78169161844639e-05	0.0749710737576771
UPRTase	4.5266178439406e-05	6.06642841677051e-05	1.51242581301801e-05	4.00190122766855e-05	0.0802106739610187
DUF3458	4.52315906599794e-05	-6.85714285714286e-05	3.47774168048626e-05	2.00555569974583e-06	0.0517512595790939
HATPase_c_3	4.52233886703422e-05	-5.68237535416597e-06	-1.15086283531257e-05	9.3664336805013e-06	0.0543987598845416
YmdB	4.52101468353989e-05	9.6543509738625e-05	5.38785413544566e-06	4.89236177948427e-05	0.0498957544385792
SATase_N	4.51709705694082e-05	2.41952018818303e-05	-3.52742187227926e-05	1.18153154475332e-05	0.0398402229594275
SprT-like	4.51355581053894e-05	0.000306787608457306	0.000242653192535775	0.000196738575902878	0.124104497737473
PAS_3	4.51285756020082e-05	0.000104727792544853	0.000105563422283013	8.41281048184996e-05	0.141783086854242
YadA_anchor	4.51017626458507e-05	-5.10204081632653e-06	1.07683911051012e-05	1.69265941264404e-05	0.0516570280141928
SecA_SW	4.50918762088975e-05	5.4984780422464e-06	0.000125576036866359	5.84637284742725e-05	0.0844410247423238
NeuB	4.50333639272891e-05	-3.36062243243277e-05	9.0350177092655e-05	3.38935427898595e-05	0.118390879287131
DUF1836	4.50238360612329e-05	1.86642131043215e-05	-8.91806292711002e-07	2.10999728843817e-05	0.110627617924582
YccJ	4.49438202247191e-05	0	2.79329608938547e-05	2.43426916221034e-05	0.0130425936683589
LysE	4.48994594116268e-05	0.000475277019031448	0.000622971080026315	0.00039347385534998	0.235950867997468
MscS_TM	4.48307873925731e-05	0.000558919215613567	0.00016742300423282	0.000254736229933271	0.268982928247393
DIOX_N	4.48015323423623e-05	0.00113630720961955	6.40108444708225e-05	0.000416651851971146	0.325662870175285
MipA	4.47940769499643e-05	5.88235294117647e-06	2.91139307856398e-05	2.67749647524225e-05	0.0360434987992143
PAP2	4.4789564278015e-05	0.000182381491856698	0.000200967113859045	0.000144782179101729	0.183537883831365
AraC_binding_2	4.47825937736062e-05	0.000234467003863276	0.000122738123617009	0.000134596929832994	0.0922123279140113
FtsJ	4.46203147450475e-05	5.75621274302774e-05	3.21979758391503e-05	4.46240025472562e-05	0.041785551480389
HTH_35	4.46137306918292e-05	0.00014442538593482	5.58624923265807e-06	5.98657034185177e-05	0.0440650603980076
Hydrolase_2	4.4545920052988e-05	0.000117118254543325	1.76907630522088e-05	5.87619941061504e-05	0.0753046604212174
Methyltr_RsmF_N	4.43392609155458e-05	0.000114105240158381	0.000353254361532843	0.000172422247121104	0.086071194693224
Aldolase	4.41979610366386e-05	3.57228946824323e-05	0.000123483704570392	6.57913384138421e-05	0.130472369830297
OpuAC	4.41855312288911e-05	0.000288499699431051	0.000308260961565097	0.000210778826144089	0.288401688657918
IMPDH	4.41665689418155e-05	0.000215970065821577	0.000369282492528307	0.000210656655257663	0.31510753446329
SecD_SecF	4.41465011491054e-05	6.57265350954895e-05	1.72413793103448e-05	4.11941968605187e-05	0.0699461417743344
DUF4154	4.40816127763295e-05	0	9.12964090079123e-07	1.52080480082378e-05	0.0173826935553623
ScfRs	4.40811083086017e-05	0.000115972531884671	1.68909590301298e-05	6.00079832091692e-05	0.0500771449874573
Toluene_X	4.40473371069554e-05	5.85543023819759e-05	2.81161678154408e-05	4.36560364743934e-05	0.0749027905530674
Poly_export	4.40158834064056e-05	9.07520690694425e-05	8.59712477910938e-06	4.90534416275795e-05	0.0989944679236845
LBP_M	4.39047071972716e-05	0.000136405600742543	1.65839032757829e-05	6.38972220131236e-05	0.102852105394173
DUF1727	4.38655020785497e-05	0.000262843821857316	2.91124345267992e-05	0.000113637588859748	0.0646801807385455
MCPsignal	4.37461210118482e-05	7.52270458584049e-05	0.000420934783464465	0.000177937913137454	0.213868137690457
DUF2789	4.37158469945355e-05	0	0	1.52671755725191e-05	0.0169238021238021
DUF1827	4.36910218048883e-05	0.000184541482142224	-7.01027932149214e-06	7.31792041404167e-05	0.0465561346186515
HTH_DeoR	4.3640131732262e-05	0.000152568289704345	0.00146847713814217	0.000552091344534919	0.197548148131016
Methyltransf_20	4.35620797993729e-05	1.0870849580527e-05	-1.10914027986711e-05	1.49517857974342e-05	0.0366151599669688
SufE	4.35579428479285e-05	0.000268898946326285	0.000283228288768631	0.000204373607755179	0.158104232332302
N6_Mtase	4.3528089793268e-05	5.51042876144304e-05	3.80497050198734e-05	4.58180660165802e-05	0.147592761887226
MrpF_PhaF	4.34476548574939e-05	0.000234690154094603	0.00025561545963755	0.000177784636099896	0.266489578342827
DUF4006	4.34147554229598e-05	2.88549509333712e-05	0	2.42932349912886e-05	0.0215068261104337
CobU	4.33401814757747e-05	7.81311792169178e-06	2.36760997478285e-05	2.28316232597841e-05	0.0441305605730978
PrpF	4.33293494173509e-05	0.00147868886160198	0.000105735487464222	0.000543764583755996	0.214399896857183
Wza_C	4.32771952331172e-05	0.00032161733615222	0.000426749036043225	0.000262157007027272	0.357229574992617
ATC_hydrolase	4.31295956291828e-05	1.78571428571429e-05	0.000229870770715013	9.78785137418704e-05	0.0703326148610741
Rubredoxin_C	4.29986952726021e-05	0.000298778597983713	0.000568315627535118	0.000297457406398713	0.0607870210075882
RepA_N	4.29282345619734e-05	6.0372995666554e-05	-1.11124830225954e-05	3.04692095313024e-05	0.0774089211043924
SMC_N	4.29256167443198e-05	8.63333642226733e-05	0.000176067320763116	0.000103344832191623	0.108202399134695
F5_F8_type_C	4.28835536536071e-05	0.000180877260256021	1.85644793748592e-05	7.84685860480352e-05	0.0862116433881448
ArlS_N	4.28426193369058e-05	0.00010116734682257	0.000378681332808537	0.000178744638316152	0.171993080504563
BPD_transp_2	4.28322980175123e-05	0.000262242450436254	0.000570002766938721	0.000294816543790174	0.302253446866569
IGPS	4.27437461180887e-05	0.000156937936187003	9.64604014560767e-05	9.86260448775187e-05	0.102347629230472
DUF512	4.27322964480403e-05	5.58659217877095e-06	1.17578499931441e-05	1.94842519975327e-05	0.0194489959221734
Peptidase_M60	4.25378031926927e-05	3.82513661202186e-05	-4.56215210381944e-06	2.43884390121334e-05	0.0582770874771056
DUF1461	4.25019160402132e-05	0.000350677859161575	3.83856216362009e-05	0.000143559776469246	0.0670529684753275
MobB	4.24863593449981e-05	2.92275098924957e-05	0.000503923519349686	0.000197932545511995	0.098290224885902
Glyco_hydro_3_C	4.23724375383069e-05	1.90165130987803e-05	0.000325333489111767	0.000132409870787811	0.138855211019215
Na_Ca_ex	4.23690126188783e-05	3.97685366903381e-05	0.000228201077578056	0.00010053272198295	0.0648605667555902
Fucose_iso_N2	4.22922091109098e-05	1.66612851146271e-05	3.60035366931919e-05	3.05622220751764e-05	0.0416740733849622
PAS_9	4.21923775092183e-05	0.000161759180939332	0.000217428519824326	0.000138772367333987	0.266611445284312
Glyco_hydro_18	4.21866450422906e-05	3.01170498326041e-05	0.000114758164626564	6.14808896596435e-05	0.100535627496046
Rick_17kDa_Anti	4.20889006654817e-05	0.000480117193557563	0.000153576257090122	0.000232288506679472	0.152594180511186
EzrA	4.20243776322458e-05	0.000128946085473891	0.000215731618160461	0.000131690551864706	0.129620686933605
UxaC	4.20160782204494e-05	2.93989575395931e-05	8.48267222491663e-05	5.240286802604e-05	0.114457247124196
DUF3256	4.1991341991342e-05	6.75718748007905e-06	0	1.53384821158908e-05	0.0142972257417466
CrgA	4.19873032821178e-05	1.71886237332462e-05	0	1.94923534222492e-05	0.0123954205135871
Carb_anhydrase	4.19825881176904e-05	7.43521442822789e-05	0.000128531968504131	7.9714498989028e-05	0.0691696614467799
DUF2770	4.19161676646707e-05	2.45398773006135e-05	0.000173913043478261	8.36575875486381e-05	0.115525733293159
DUF421	4.19032543464129e-05	5.64971751412429e-06	1.27446152790259e-05	1.9368989691391e-05	0.069378549443693
GARS_N	4.18382612108395e-05	4.6922302226824e-05	-3.74083495436181e-08	2.93579520534574e-05	0.0331437458434848
CoA_transf_3	4.18095372506007e-05	7.09564981989566e-05	0.00012322331230051	7.96470658456553e-05	0.12461257831465
Semialdhyde_dh	4.1738686102742e-05	8.92027673876984e-05	0.000129136619336767	8.45860100960044e-05	0.0636001235658598
VWA_CoxE	4.17272331737715e-05	0	5.74712643678161e-06	1.52021279097345e-05	0.018783534074212
NFACT-R_1	4.16632536837773e-05	9.05885611730254e-05	-1.15346865271286e-05	3.78322716646646e-05	0.042295142803196
DUF167	4.16283938023068e-05	0.000104746873328903	0.000378826386533318	0.000168540649077649	0.0578491451732645
TraF_2	4.16080206376777e-05	0	0.00013624172801935	6.0875052029373e-05	0.039165700601905
Transthyretin	4.14418761122409e-05	0.000332561633123431	0.000352542897235598	0.000232514322481644	0.0591643466102186
B12-binding_2	4.14237261142199e-05	1.14500705094306e-05	2.27541375169649e-05	2.43911502462631e-05	0.04784349755569
EspB	4.14141414141414e-05	0	-5.10859498700445e-06	1.14323439010664e-05	0.0191167868182804
YcgR_2	4.13264787269332e-05	0	1.65110153256705e-05	2.08893010132635e-05	0.044824209998227
Bac_export_3	4.13091788920267e-05	0.000379375657842437	-5.9679538385581e-05	0.00011782022598661	0.0616082006357654
YtkA	4.12905731888795e-05	5.57512391508661e-05	5.14072693776831e-06	3.4240974029083e-05	0.0437838519952846
DUF2508	4.12816119881394e-05	0.000299129261931551	2.86449501748442e-05	0.000126054035638564	0.126085536364146
Plasmid_parti	4.12768106164786e-05	5.4945054945055e-06	0	1.52412329436141e-05	0.0203214110012257
ArsP_2	4.12365848724432e-05	1.09289617486339e-05	-4.17045799211405e-07	1.76102916316043e-05	0.0269312317850483
DUF805	4.12210279497013e-05	4.61481852759743e-05	0.00130863457315327	0.000461341874140659	0.148001619261242
Zn-ribbon_8	4.12039029497485e-05	0.000103466410740803	0.000319574211148081	0.000155822157304476	0.144632557039488
PK_C	4.12032531509873e-05	6.32593147907381e-05	-1.10906862745098e-05	3.15222543929277e-05	0.073949748804801
DUF1841	4.11565449597532e-05	0.000164748226193434	6.09756097560976e-06	7.10980832176831e-05	0.0667838239186066
DUF413	4.11011728725578e-05	0.000693204069964145	0.00100719780554257	0.000577685191720527	1.05318143140683
PNTB	4.10727940481019e-05	8.2537951095355e-05	-1.76447684644406e-05	3.42730867592681e-05	0.0265961456933871
DUF3113	4.09356725146199e-05	5.26315789473684e-06	4.04624277456647e-05	2.80898876404494e-05	0.0581971850302146
Meth_synt_2	4.08856363427166e-05	5.0970926527881e-05	0.000254368863266897	0.000111976348932721	0.158905659136947
dUTPase	4.0860559701305e-05	0.00022622448781201	1.85955197290254e-05	9.25382601204713e-05	0.117081657340105
DUF3307	4.07478792883417e-05	2.78220140515223e-05	0.000101664788249553	5.7014527168324e-05	0.0498046333735224
Toprim_3	4.07084774451937e-05	7.85340314136126e-05	-6.64539263419157e-06	4.04901048183479e-05	0.0500172810076189
CdhC	4.06976744186047e-05	1.20282339383463e-05	5.52486187845304e-06	1.97318133845047e-05	0.0539430808032112
DUF401	4.0620639641458e-05	1.12066800602712e-05	0	1.71439366391131e-05	0.0437591922946645
DNA_ligase_OB_2	4.06025465872414e-05	-6.05947026486757e-06	1.0989010989011e-05	1.51044667359697e-05	0.0439764808267854
CW_7	4.05750858337065e-05	-1.16970994867879e-05	5.52486187845304e-06	1.14213087292101e-05	0.0481177307048598
MacB_PCD	4.05748879424392e-05	0.000164717741960741	0.000425364021475713	0.000206935505199647	0.248041185347476
HXXEE	4.04516946328612e-05	6.25003219877019e-05	0.000165354008888075	8.75975013601623e-05	0.116740410124432
DUF4478	4.03558549611495e-05	5.40540540540541e-06	1.10791009601963e-05	1.90875427830772e-05	0.0247577738463752
SatD	4.03428375397372e-05	7.40717036169386e-05	3.76381520778073e-05	5.00840195683309e-05	0.0686531078339742
DUF1128	4.02945087365663e-05	0.000223935649494727	0.000264117571247831	0.000182074477024134	0.225792162875995
MutS_IV	4.02892943695187e-05	1.63649476851724e-05	-5.55555555555556e-06	1.71899086947987e-05	0.0270066614973688
T6SS_TssF	4.0286691799875e-05	2.1978021978022e-05	1.89504942192761e-05	2.61789808709605e-05	0.0390603119629057
RapA_C	4.02298850574713e-05	3.35195530726257e-05	4.00587784308715e-05	3.8106070074574e-05	0.051347232446418
Sbi-IV	4.02226339943763e-05	0.000136520993883885	0.00100880089429498	0.00039279610083835	0.455800607862627
Collagen_bind	4.01796587174969e-05	4.99333940304759e-05	2.31924096898058e-05	3.83632245816075e-05	0.0922516004180724
Gal_mutarotas_2	4.01759812619635e-05	2.31685049013487e-05	1.55231539309752e-05	2.72346754293364e-05	0.0667255916728949
OprB	4.01610998109769e-05	3.80434782608696e-05	5.23560209424084e-06	2.8219595267582e-05	0.0533604177152914
LZ_Tnp_IS66	4.01019435882478e-05	-3.62669245647969e-07	-1.7101711834954e-05	7.67687178611369e-06	0.0423999792097904
Sigma70_r1_2	4.00900405247609e-05	9.00911375133684e-05	9.04481724762519e-06	4.71755435453657e-05	0.0967931314523871
DUF1367	4.00574308860005e-05	6.02409638554217e-06	-5.2867666403578e-06	1.34294460667099e-05	0.0254628220965717
DUF3042	4.00551098442038e-05	0.000228519731020945	6.19094030662039e-05	0.000110895012276751	0.0854762532812284
AAA_28	4.00173376137499e-05	2.30530482798004e-05	1.7395102832479e-05	2.6333607404611e-05	0.0412031200903503
DUF2520	4.00081480356905e-05	2.91746826043687e-05	1.84793112902063e-05	2.8927198067792e-05	0.0421046257149936
Flp_Fap	3.99677708415418e-05	6.12973308504035e-05	1.54639175257732e-05	4.03834586394921e-05	0.0424350502347824
PrpR_N	3.99565497170017e-05	0	9.5166518077647e-05	4.49283143957096e-05	0.0640578288467801
DUF1440	3.99256989774306e-05	0.000100554458898172	2.29454306377383e-05	5.55418458559823e-05	0.11009954620877
HP0268	3.99036918138042e-05	2.18569471740814e-05	0	2.07495768532751e-05	0.0237579675253247
TANGO2	3.98881640260951e-05	0.000115738063106484	-2.32414204153335e-05	4.49127513846624e-05	0.0281551535765197
Phage_AlpA	3.98517668359961e-05	0.000115477145148356	3.55527105974332e-05	6.32559219176546e-05	0.0904258072620606
N_methyl	3.98279400691081e-05	0.000127826467351954	0.0013735838378394	0.000508894324538147	0.223577493549531
NadA	3.98252820285978e-05	4.50481452814135e-05	7.88881559872583e-05	5.49862429421412e-05	0.0941279865996322
NERD	3.98236296333334e-05	0.000124284626575782	1.91007794702767e-05	5.94406055269002e-05	0.108357829450196
ATP-grasp_3	3.98189685811371e-05	-4.57404230989137e-07	6.69183837469509e-05	3.57617561251789e-05	0.0796446404302711
PilJ	3.97856635977582e-05	0.000244153238998462	0.000414050219864752	0.000217750503401498	0.146366558291097
DUF2284	3.97631862537218e-05	1.05263157894737e-05	0	1.72554467492421e-05	0.0363197255233233
DUF3149	3.96976436846594e-05	2.24791265253693e-07	9.43984653196364e-05	4.36561381163389e-05	0.137047754097653
Cpn10	3.96695767505548e-05	5.5056036791707e-05	9.70159239930417e-07	3.18792288364524e-05	0.0862328047758587
Ion_trans_2	3.96559905068769e-05	6.22080112324812e-05	2.77675939284773e-05	4.38054347603008e-05	0.120216798916681
LptE	3.96275841522191e-05	1.25167336010709e-05	5.81395348837209e-06	1.88350417129255e-05	0.0311388082985991
MobC	3.96238902392939e-05	1.09438456732271e-05	6.09756097560976e-06	1.89706343127071e-05	0.0408766008038155
AAA_21	3.96187754614154e-05	4.80882995686718e-05	2.08264659374771e-05	3.54548156673487e-05	0.12494684703689
NmrA	3.95903012251645e-05	0.000151703739657007	0.000152251237488889	0.000115549211654017	0.0884702386445018
BNR_2	3.95793528934211e-05	1.71908119240541e-05	2.40352397967236e-05	2.67921578410035e-05	0.076959909295628
PGP_phosphatase	3.95380341906898e-05	5.78034682080925e-06	1.58400684128722e-05	2.06181588861404e-05	0.033472867347036
HTH_25	3.95079710188239e-05	0.000124890744664384	7.84282627492041e-05	8.22926018356976e-05	0.0925527448913897
Fer4_13	3.95041966117845e-05	-5.89484736141735e-06	4.4828651021962e-05	2.66343327421958e-05	0.0615139755717949
LtrA	3.94822095267448e-05	3.1386668424442e-05	0.000158621186907571	8.05756046543429e-05	0.062310254775495
zf-RING_7	3.94304671539404e-05	0.000203732361489387	0.000167762916486039	0.00013655060286008	0.153604846325367
FapA	3.93948693095049e-05	1.66666666666667e-05	1.68539325842697e-05	2.48765570153551e-05	0.0569148578171151
Acetyltransf_CG	3.93745149883302e-05	4.92115956944802e-05	6.22592263416993e-05	4.95129937296384e-05	0.0856613144208302
iPGM_N	3.93457652788662e-05	5.23367705070194e-05	6.09756097560976e-06	3.25120295507909e-05	0.0385246436281373
MIP	3.92976487961123e-05	0.000242200742662878	0.000201466349282933	0.000159741241566767	0.254799591838127
Lysozyme_like	3.92529190068383e-05	6.92956165670394e-05	7.62488838913754e-05	6.18923652778647e-05	0.101984007230834
P22_AR_N	3.9241203384467e-05	0	1.14420216417666e-05	1.69471022190538e-05	0.022358573999577
LptF_LptG	3.92240168457808e-05	5.55555555555556e-06	1.62087912087912e-05	2.06928776691243e-05	0.0355058097363966
DUF4930	3.91953601893425e-05	0	0.000119131491041603	5.41117536768619e-05	0.0654723954601464
LRR_8	3.90895569697413e-05	4.97492338750932e-05	6.0736436615937e-05	5.07210124230864e-05	0.0951251762831349
Yip1	3.90555996247257e-05	5.81585254868038e-06	1.59947329692886e-05	2.05444640733862e-05	0.0278265427961841
YedD	3.9035237769415e-05	0.000310805462101722	0.000204386724386724	0.00017882920703012	0.364883780901022
DUF1700	3.90121789138984e-05	0.000134351947148137	1.59307586057674e-05	6.24406596140141e-05	0.174785001238834
Cu-oxidase_4	3.89790002387873e-05	6.6728986240377e-05	0.000166598026169861	9.33407531657133e-05	0.0536595902770015
RNase_PH_C	3.8959673288325e-05	0.000345818954747235	3.14078852262541e-05	0.000141928055771851	0.157088781193695
GreA_GreB	3.89506172839506e-05	8.91786996682853e-05	0.000303032452765455	0.000143208215497372	0.0802220866109555
DUF3263	3.89503113483289e-05	4.48831894362621e-05	-5.71428571428571e-06	2.65925721152994e-05	0.0139341041937327
DUF4832	3.89342075068536e-05	2.87505031338056e-08	5.23121992048545e-07	1.30996538066425e-05	0.0438044044380079
McrBC	3.88999287115924e-05	7.30063035474636e-05	1.76122121559874e-05	4.41536069405891e-05	0.0543086730583548
ExbD	3.88992296593271e-05	5.08486285624611e-05	0.000115888101231982	7.08397426395878e-05	0.0575739715435897
HTH_16	3.88447842137933e-05	-5.58659217877095e-06	0	1.13418669453152e-05	0.0215861073960585
RecR	3.88362325620287e-05	4.64396284829721e-06	-1.16975065841229e-05	1.11483135271638e-05	0.0604228210170902
HIT	3.88361384510355e-05	7.5080674790146e-05	0.000276611572843298	0.000135757354345701	0.116612722781698
Peptidase_M61_N	3.87545583508257e-05	0.0003016300090894	3.50870212058309e-05	0.000122103343013011	0.0868116784915831
ZipA_C	3.87484513436299e-05	0.000970207406942614	6.13035180345244e-05	0.000352352910088636	0.115751139328801
Flg_bbr_C	3.87385643824942e-05	9.17237896916712e-05	6.29076013640573e-05	6.69740473366725e-05	0.100803389143662
MafB19-deam	3.86976471847844e-05	-5.57083941699326e-06	5.64971751412429e-05	3.00868889409504e-05	0.0301587523635181
PDGLE	3.86921885689587e-05	2.76701007283815e-05	-7.17154331612169e-08	2.2191053878196e-05	0.0336599491797944
DUF799	3.86346316896886e-05	-1.12994350282486e-05	4.85380878561907e-05	2.65432082063483e-05	0.0654959703428468
GSCFA	3.84615384615385e-05	0	0	1.2e-05	0.00325330332929433
Se-cys_synth_N	3.84468591365143e-05	5.57302281988878e-05	3.74192676914207e-05	4.4941676215383e-05	0.0528755513282323
Pectate_lyase_2	3.83451405197387e-05	0	-1.09198595358321e-05	9.31318480337085e-06	0.0547556818823153
DDE_Tnp_1_6	3.8340122114045e-05	2.42328042328042e-05	6.78816450451421e-05	4.24330493408252e-05	0.107352171785625
RIO1	3.83105664815127e-05	0	0.000317031749665175	0.000118058341275105	0.063507013819534
SNF	3.8123841187665e-05	0.000115876601505382	0.000130292146151514	9.23906712922722e-05	0.1743656795799
UreE_C	3.81231017408137e-05	7.48972469018943e-05	-5.73794829377956e-06	3.42908962796447e-05	0.0599440200139972
DUF445	3.80564675383927e-05	5.72504865976962e-05	2.2504856491468e-05	3.96512137093702e-05	0.0850048930252534
DUF3168	3.80379424497072e-05	1.75497957099081e-05	5.81395348837209e-06	2.10836664239879e-05	0.0534725749514458
RlmM_FDX	3.79992094673199e-05	0.000515003486381481	4.1649491922299e-05	0.000193026467708381	0.0671084978075081
DUF1967	3.79821769700305e-05	7.95321637426901e-05	2.15879546193163e-05	4.57471911736807e-05	0.0332232784837547
Terminase_3C	3.79644896736838e-05	9.79186055448129e-08	-5.42929292929293e-06	1.13138729048358e-05	0.0383403259454603
RhaT	3.79343251998677e-05	0	0	1.32867479433046e-05	0.0157518386077835
AbiH	3.7905942750996e-05	-5.31914893617021e-06	5.73653142553302e-05	2.83882007648814e-05	0.140595391465931
TruB-C_2	3.78187398446219e-05	4.14307345190556e-05	7.74338012896927e-05	5.19612284111954e-05	0.0556630368857209
KdpD	3.77940796298404e-05	4.06060524487507e-05	0.000698502262862736	0.000254773361833521	0.0757004017183373
Haemagg_act	3.76893172006764e-05	5.53997147639249e-05	9.68747371607641e-05	6.44874804262874e-05	0.133983348810386
DUF72	3.76460530493146e-05	5.67514068618689e-05	0.000127358942137212	7.45337822547021e-05	0.088214291613451
Peptidase_U4	3.75e-05	1.15248796147673e-05	0	1.51540627787311e-05	0.0109612370962371
zinc_ribbon_2	3.74977015983763e-05	0.000190750159611534	0.000140842309346214	0.000123487886898306	0.145109239316155
Vsr	3.74755013676639e-05	-5.4945054945055e-06	5.77760759108861e-05	3.02790641149837e-05	0.0547189348098663
AMNp_N	3.74501223414267e-05	0.000475182155464771	-1.17647058823529e-05	0.000166734093844526	0.0268008086631362
PGA_cap	3.74271009959701e-05	0.000105308802237542	0.00012978691395377	9.01308501111102e-05	0.137407713838334
PD40	3.71025358564637e-05	0.00013728916482721	0.000120162923915738	9.38920235701375e-05	0.167827360974391
Acetyltransf_17	3.70888596002151e-05	0.000133542476797473	7.66678403946486e-05	8.20491118397496e-05	0.132510731820436
DUF305	3.70792259713463e-05	0.0004256207173933	8.77659033582308e-05	0.000182080617348243	0.23748887656736
